id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,is_inc_v,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,not_compliant,status,inactive_loans,emp_length_num,grade_num,sub_grade_num,delinq_2yrs_zero,pub_rec_zero,collections_12_mths_zero,short_emp,payment_inc_ratio,final_d,last_delinq_none,last_record_none,last_major_derog_none
18955049,21117777,20000,20000,20000, 60 months,18.99,518.71,E,E1,Director of Operations,4 years,RENT,115000.0,Source Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18955049,,debt_consolidation,Debt consolidation,981xx,WA,13.25,0.0,20000901T000000,1.0,66.0,,12.0,0.0,14976,78.0,34.0,w,0.0,0.0,21246.6,21246.6,20000.0,1246.6,0.0,0.0,0.0,20141001T000000,19690.5,,20141001T000000,0.0,71.0,1,0,Fully Paid,1,5,2,0.2,1.0,1.0,1.0,0,5.41263,20190601T000000,0,1,0
18944997,21107733,6000,6000,6000, 36 months,11.67,198.35,B,B4,Office Manager,6 years,RENT,55000.0,Not Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18944997,,debt_consolidation,Debt consolidation,953xx,CA,24.21,0.0,20030101T000000,0.0,,,10.0,0.0,8657,67.1,14.0,w,0.0,0.0,6278.0,6278.0,6000.0,278.0,0.0,0.0,0.0,20141101T000000,5484.6,,20141201T000000,0.0,,1,0,Fully Paid,1,7,5,0.8,1.0,1.0,1.0,0,4.32764,20170601T000000,1,1,1
18935073,11497992,28125,28125,28125, 60 months,17.57,707.63,D,D4,Journeyman plumber,6 years,MORTGAGE,64000.0,Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18935073,,debt_consolidation,Debt consolidation,935xx,CA,11.76,0.0,20060301T000000,0.0,,,9.0,0.0,7234,76.1,21.0,w,0.0,0.0,31142.4,31142.4,28125.0,3017.44,0.0,0.0,0.0,20150101T000000,26896.7,,20150101T000000,0.0,,1,0,Fully Paid,1,7,3,0.8,1.0,1.0,1.0,0,13.2681,20190601T000000,1,1,1
18905009,21087731,7450,7450,7450, 36 months,18.99,273.05,E,E1,Pastor Ministry,3 years,RENT,55000.0,Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18905009,,debt_consolidation,Debt consolidation,334xx,FL,22.74,1.0,19931001T000000,2.0,17.0,,5.0,0.0,6323,38.3,16.0,w,0.0,0.0,7567.9,7567.9,7450.0,117.9,0.0,0.0,0.0,20140701T000000,7567.9,,20140801T000000,0.0,,1,0,Fully Paid,1,4,2,0.2,0.0,1.0,1.0,0,5.95745,20170601T000000,0,1,1
18935006,21167739,6500,6500,6500, 36 months,10.15,210.2,B,B2,Teacher Assistant,10+ years,MORTGAGE,27228.0,Not Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18935006,,debt_consolidation,Debt consolidation,229xx,VA,27.32,0.0,20020901T000000,0.0,34.0,,7.0,0.0,9681,63.3,21.0,w,0.0,0.0,6608.65,6608.65,6500.0,108.65,0.0,0.0,0.0,20140801T000000,6398.45,,20150201T000000,0.0,,1,0,Fully Paid,1,11,5,0.4,1.0,1.0,1.0,0,9.26399,20170601T000000,0,1,1
18905037,21087756,1000,1000,1000, 36 months,10.99,32.74,B,B3,Dispatcher,4 years,RENT,38000.0,Not Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18905037,,debt_consolidation,Debt consolidation,328xx,FL,17.78,0.0,20061001T000000,0.0,,,5.0,0.0,2536,60.4,9.0,w,0.0,0.0,1009.16,1009.16,1000.0,9.16,0.0,0.0,0.0,20140701T000000,1009.16,,20150201T000000,0.0,,1,0,Fully Paid,1,5,5,0.6,1.0,1.0,1.0,0,1.03389,20170601T000000,1,1,1
18486204,20648810,7800,7800,7800, 36 months,12.49,260.91,B,B5,,,MORTGAGE,46500.0,Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18486204,,vacation,Debt consolidation,452xx,OH,21.68,0.0,20020701T000000,4.0,,,12.0,0.0,19216,38.7,30.0,f,0.0,0.0,7960.5,7960.5,7800.0,160.5,0.0,0.0,0.0,20140801T000000,7699.59,,20150201T000000,0.0,,1,0,Fully Paid,1,0,5,1.0,1.0,1.0,1.0,1,6.733160000000001,20170601T000000,1,1,1
17974529,13837398,10000,10000,10000, 60 months,14.49,235.24,C,C4,Tenant care assistant,1 year,RENT,30000.0,Source Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17974529,,debt_consolidation,Debt consolidation,546xx,WI,17.24,0.0,19900301T000000,2.0,,74.0,11.0,1.0,2721,10.1,42.0,w,0.0,0.0,10826.7,10826.7,10000.0,826.7,0.0,0.0,0.0,20150101T000000,9415.26,,20150101T000000,0.0,,1,0,Fully Paid,1,2,4,0.8,1.0,0.0,1.0,0,9.4096,20190601T000000,1,0,1
18885012,21067748,35000,35000,35000, 36 months,13.35,1185.2,C,C2,Technical Account Manager,1 year,RENT,150000.0,Source Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18885012,,credit_card,Credit card refinancing,727xx,AR,13.17,0.0,20000701T000000,0.0,,104.0,9.0,1.0,5928,46.3,18.0,w,0.0,0.0,36857.3,36857.3,35000.0,1857.35,0.0,0.0,0.0,20141101T000000,32116.5,,20150201T000000,0.0,,1,0,Fully Paid,1,2,4,0.4,1.0,0.0,1.0,0,9.4816,20170601T000000,1,0,1
18835111,21007825,28000,28000,28000, 36 months,6.49,858.05,A,A2,Vice President,< 1 year,MORTGAGE,125000.0,Source Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18835111,,credit_card,Credit card refinancing,021xx,MA,21.91,0.0,19990201T000000,0.0,,,11.0,0.0,34624,0.0,31.0,w,0.0,0.0,28582.7,28582.7,28000.0,582.72,0.0,0.0,0.0,20141001T000000,26008.6,,20141101T000000,0.0,,1,0,Fully Paid,1,1,6,0.4,1.0,1.0,1.0,1,8.23728,20170601T000000,1,1,1
18715582,20888189,22400,22400,22400, 36 months,14.99,776.4,C,C5,County Administrative Officer,10+ years,MORTGAGE,92250.0,Source Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18715582,,debt_consolidation,Debt consolidation,985xx,WA,17.45,0.0,20001101T000000,0.0,,,12.0,0.0,45214,74.4,30.0,f,0.0,0.0,24559.2,24559.2,22400.0,2159.2,0.0,0.0,0.0,20150201T000000,19124.4,,20150201T000000,0.0,,1,0,Fully Paid,1,11,4,1.0,1.0,1.0,1.0,0,10.0995,20170601T000000,1,1,1
17853549,19986100,15000,15000,15000, 36 months,9.17,478.19,B,B1,Supervisor,10+ years,MORTGAGE,59000.0,Not Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17853549,,credit_card,Credit card refinancing,802xx,CO,23.11,0.0,19970401T000000,0.0,,,10.0,0.0,14654,67.5,21.0,f,0.0,0.0,15335.5,15335.5,15000.0,335.52,0.0,0.0,0.0,20140901T000000,14379.1,,20150201T000000,0.0,,1,0,Fully Paid,1,11,5,0.2,1.0,1.0,1.0,0,9.7259,20170601T000000,1,1,1
17745678,19878120,5000,5000,5000, 36 months,13.35,169.32,C,C2,Principal,4 years,RENT,50000.0,Source Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17745678,,debt_consolidation,Debt consolidation,314xx,GA,2.28,0.0,19911001T000000,0.0,,49.0,7.0,1.0,3945,10.1,23.0,w,0.0,0.0,5314.49,5314.49,5000.0,314.49,0.0,0.0,0.0,20141201T000000,4467.89,,20150101T000000,0.0,,1,0,Fully Paid,1,5,4,0.4,1.0,0.0,1.0,0,4.063680000000001,20170601T000000,1,0,1
13697482,15749817,10000,10000,10000, 60 months,16.29,244.73,D,D2,branch manager,4 years,MORTGAGE,70000.0,Not Verified,20140601T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=13697482,,home_improvement,Home improvement,925xx,CA,11.28,0.0,20011001T000000,1.0,,,13.0,0.0,10637,45.5,44.0,f,0.0,0.0,734.19,734.19,331.4,402.79,0.0,0.0,0.0,20140901T000000,244.73,,20150201T000000,0.0,,1,0,Charged Off,1,5,3,0.4,1.0,1.0,1.0,0,4.19537,20190601T000000,1,1,1
18984870,21137629,11200,11200,11200, 36 months,8.39,352.99,A,A5,OPERATING ROOM RESOURCE SPECIALIST,10+ years,OWN,58000.0,Not Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18984870,,credit_card,Credit card refinancing,117xx,NY,13.2,0.0,19890301T000000,1.0,27.0,,25.0,0.0,8368,8.1,56.0,w,0.0,0.0,11537.2,11537.2,11200.0,337.24,0.0,0.0,0.0,20141101T000000,5125.28,,20141101T000000,0.0,,1,0,Fully Paid,1,11,6,1.0,1.0,1.0,1.0,0,7.30324,20170601T000000,0,1,1
18855498,21028119,25000,25000,25000, 60 months,12.49,562.33,B,B5,AVP/Senior Auditor,4 years,MORTGAGE,62000.0,Source Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18855498,,debt_consolidation,Debt consolidation,959xx,CA,15.25,0.0,19910601T000000,0.0,,,10.0,0.0,9832,40.8,26.0,w,0.0,0.0,26809.7,26809.7,25000.0,1809.69,0.0,0.0,0.0,20150101T000000,23435.7,,20150101T000000,0.0,,1,0,Fully Paid,1,5,5,1.0,1.0,1.0,1.0,0,10.8838,20190601T000000,1,1,1
18845527,15039199,16500,16500,16500, 60 months,16.29,403.8,D,D2,sales,3 years,MORTGAGE,115000.0,Source Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18845527,,credit_card,Credit card refinancing,851xx,AZ,15.85,0.0,20070201T000000,3.0,,,10.0,0.0,21371,91.7,19.0,w,0.0,0.0,18132.3,18132.3,16500.0,1632.32,0.0,0.0,0.0,20150101T000000,15709.5,,20150201T000000,0.0,,1,0,Fully Paid,1,4,3,0.4,1.0,1.0,1.0,0,4.21357,20190601T000000,1,1,1
18845567,21018147,6000,6000,6000, 36 months,14.49,206.5,C,C4,Assistant Service Manager,10+ years,MORTGAGE,48000.0,Not Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18845567,,debt_consolidation,Debt consolidation,392xx,MS,17.12,0.0,19940301T000000,2.0,28.0,,9.0,0.0,4260,56.8,20.0,w,0.0,0.0,6494.73,6494.73,6000.0,494.73,0.0,0.0,0.0,20150101T000000,5255.73,,20150201T000000,0.0,,1,0,Fully Paid,1,11,4,0.8,1.0,1.0,1.0,0,5.1625,20170601T000000,0,1,1
18835635,21008196,7600,7600,7600, 36 months,14.49,261.57,C,C4,Staff Technologist,10+ years,RENT,63000.0,Not Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18835635,,debt_consolidation,Debt consolidation,991xx,WA,17.64,2.0,19960101T000000,3.0,11.0,,9.0,0.0,26262,74.4,19.0,w,0.0,0.0,8198.46,8198.46,7600.0,598.46,0.0,0.0,0.0,20150101T000000,6629.04,,20150201T000000,0.0,,1,0,Fully Paid,1,11,4,0.8,0.0,1.0,1.0,0,4.98229,20170601T000000,0,1,1
18865531,21038138,8000,8000,8000, 36 months,13.35,270.91,C,C2,Engineer,3 years,RENT,60000.0,Not Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18865531,,debt_consolidation,Debt consolidation,063xx,CT,16.06,1.0,20110401T000000,0.0,16.0,,7.0,0.0,4566,40.1,10.0,f,0.0,0.0,8682.93,8682.93,8000.0,682.93,0.0,0.0,0.0,20150201T000000,6786.56,,20150201T000000,0.0,,1,0,Fully Paid,1,4,4,0.4,0.0,1.0,1.0,0,5.4182,20170601T000000,0,1,1
18795461,20968064,18400,18400,18375, 60 months,12.99,418.57,C,C1,"Director, Human Resources",6 years,RENT,70000.0,Source Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18795461,,credit_card,Credit card refinancing,606xx,IL,22.66,0.0,20000801T000000,1.0,,,12.0,0.0,21842,91.4,22.0,w,0.0,0.0,19907.3,19880.2,18400.0,1507.29,0.0,0.0,0.0,20150101T000000,17395.9,,20150201T000000,0.0,,1,0,Fully Paid,1,7,4,0.2,1.0,1.0,1.0,0,7.175489999999999,20190601T000000,1,1,1
18715215,20887916,5950,5950,5950, 36 months,12.99,200.46,C,C1,Business Support Specialist,2 years,MORTGAGE,50000.0,Source Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18715215,,debt_consolidation,Debt consolidation,494xx,MI,16.85,0.0,20050801T000000,0.0,,68.0,13.0,1.0,5886,40.3,17.0,f,0.0,0.0,6372.96,6372.96,5950.0,422.96,0.0,0.0,0.0,20150101T000000,5170.2,,20150201T000000,0.0,,1,0,Fully Paid,1,3,4,0.2,1.0,0.0,1.0,0,4.81104,20170601T000000,1,0,1
18615897,20778502,19000,19000,19000, 60 months,22.15,526.39,E,E5,Transportation Designer,3 years,MORTGAGE,60000.0,Not Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18615897,,debt_consolidation,Debt consolidation,286xx,NC,15.22,1.0,19970301T000000,3.0,18.0,,10.0,0.0,25131,87.3,30.0,w,0.0,0.0,21054.4,21054.4,19000.0,2054.39,0.0,0.0,0.0,20141201T000000,18422.4,,20150101T000000,0.0,32.0,1,0,Fully Paid,1,4,2,1.0,0.0,1.0,1.0,0,10.5278,20190601T000000,0,1,0
18825508,20998104,12000,12000,12000, 36 months,8.39,378.2,A,A5,Manager ,10+ years,MORTGAGE,50000.0,Not Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18825508,,debt_consolidation,Debt consolidation,279xx,NC,14.83,0.0,20040401T000000,0.0,,,6.0,0.0,12594,53.4,14.0,f,0.0,0.0,12165.7,12165.7,12000.0,165.74,0.0,0.0,0.0,20140801T000000,11787.5,,20140801T000000,0.0,,1,0,Fully Paid,1,11,6,1.0,1.0,1.0,1.0,0,9.0768,20170601T000000,1,1,1
18685361,20857999,8000,8000,8000, 36 months,10.99,261.88,B,B3,,,OWN,110000.0,Source Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18685361,,credit_card,Credit card refinancing,125xx,NY,9.73,0.0,19961101T000000,1.0,,48.0,7.0,1.0,3547,50.0,36.0,f,0.0,0.0,8552.61,8552.61,8000.0,552.61,0.0,0.0,0.0,20150201T000000,6719.45,,20150201T000000,0.0,,1,0,Fully Paid,1,0,5,0.6,1.0,0.0,1.0,1,2.85687,20170601T000000,1,0,1
18725468,20898075,19500,19500,19500, 60 months,19.52,511.44,E,E2,officer,< 1 year,RENT,56000.0,Source Verified,20140601T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18725468,,debt_consolidation,Debt consolidation,953xx,CA,30.52,0.0,20051101T000000,2.0,,,5.0,0.0,15570,69.5,21.0,f,0.0,0.0,1022.88,1022.88,391.64,631.24,0.0,0.0,0.0,20140901T000000,511.44,,20150101T000000,0.0,,1,0,Charged Off,1,1,2,0.4,1.0,1.0,1.0,1,10.9594,20190601T000000,1,1,1
18685628,20858185,10500,10500,10500, 60 months,24.99,308.13,F,F4,Mental Health Therapist,2 years,RENT,85000.0,Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18685628,,credit_card,Debt consolidation,958xx,CA,20.84,1.0,20040801T000000,1.0,12.0,,10.0,0.0,12425,73.1,25.0,f,0.0,0.0,10935.5,10935.5,10500.0,435.47,0.0,0.0,0.0,20140801T000000,10627.3,,20140801T000000,0.0,,1,0,Fully Paid,1,3,1,0.8,0.0,1.0,1.0,0,4.35007,20190601T000000,0,1,1
17884265,20036784,1550,1550,1550, 36 months,10.15,50.13,B,B2,Office Technician,10+ years,RENT,40344.0,Not Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17884265,,credit_card,Credit card refinancing,954xx,CA,5.12,0.0,20031201T000000,0.0,,,5.0,0.0,6428,29.4,21.0,w,0.0,0.0,1575.91,1575.91,1550.0,25.91,0.0,0.0,0.0,20140801T000000,1525.78,,20150201T000000,0.0,,1,0,Fully Paid,1,11,5,0.4,1.0,1.0,1.0,0,1.49108,20170601T000000,1,1,1
17804840,19937339,11000,11000,10975, 60 months,14.49,258.76,C,C4,Conductor,6 years,MORTGAGE,50000.0,Not Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17804840,,debt_consolidation,Debt consolidation,622xx,IL,15.46,0.0,20030701T000000,1.0,,,6.0,0.0,9012,81.2,30.0,w,0.0,0.0,11264.1,11238.5,11000.0,264.13,0.0,0.0,0.0,20140801T000000,11005.4,,20140801T000000,0.0,,1,0,Fully Paid,1,7,4,0.8,1.0,1.0,1.0,0,6.21024,20190601T000000,1,1,1
18474848,20637562,9000,9000,9000, 36 months,6.03,273.92,A,A1,Receptionist,10+ years,MORTGAGE,61000.0,Not Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18474848,,credit_card,Credit card refinancing,222xx,VA,7.77,0.0,19931101T000000,2.0,82.0,,18.0,0.0,12921,23.4,37.0,w,0.0,0.0,9297.18,9297.18,9000.0,297.18,0.0,0.0,0.0,20150101T000000,7653.66,,20150101T000000,0.0,,1,0,Fully Paid,1,11,6,0.2,1.0,1.0,1.0,0,5.38859,20170601T000000,0,1,1
17353360,19475908,16000,16000,16000, 60 months,12.49,359.89,B,B5,Tariff Representative,10+ years,RENT,52000.0,Source Verified,20140601T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17353360,,credit_card,Credit card refinancing,761xx,TX,19.32,0.0,19940201T000000,0.0,,,11.0,0.0,8434,39.6,15.0,w,0.0,0.0,1079.67,1079.67,586.13,493.54,0.0,0.0,0.0,20140901T000000,359.89,,20141001T000000,0.0,,1,0,Charged Off,1,11,5,1.0,1.0,1.0,1.0,0,8.30515,20190601T000000,1,1,1
16051772,15029349,9100,9100,9100, 36 months,16.99,324.4,D,D3,Production Operator,3 years,MORTGAGE,37000.0,Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=16051772,,debt_consolidation,Debt consolidation,490xx,MI,31.92,0.0,20060301T000000,2.0,,,8.0,0.0,12180,63.0,18.0,f,0.0,0.0,9371.48,9371.48,9099.99,271.49,0.0,0.0,0.0,20141101T000000,73.88,,20141101T000000,0.0,,1,0,Fully Paid,1,4,3,0.6,1.0,1.0,1.0,0,10.5211,20170601T000000,1,1,1
17533495,19656016,3600,3600,3600, 36 months,12.99,121.29,C,C1,clerk,9 years,RENT,39000.0,Not Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17533495,,debt_consolidation,Debt consolidation,300xx,GA,13.91,1.0,19991001T000000,0.0,9.0,78.0,15.0,1.0,6373,49.8,29.0,w,0.0,0.0,3638.97,3638.97,3600.0,38.97,0.0,0.0,0.0,20140701T000000,3638.97,,20140701T000000,0.0,,1,0,Fully Paid,1,10,4,0.2,0.0,0.0,1.0,0,3.732,20170601T000000,0,0,1
14438291,16490673,35000,35000,35000, 60 months,19.52,917.97,E,E2,Supervisor,10+ years,MORTGAGE,120000.0,Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=14438291,,debt_consolidation,Debt consolidation,788xx,TX,15.52,0.0,20020201T000000,1.0,,,12.0,0.0,30921,81.2,43.0,w,0.0,0.0,36690.9,36690.9,35000.0,1690.9,0.0,0.0,0.0,20141001T000000,34855.0,,20140901T000000,0.0,,1,0,Fully Paid,1,11,2,0.4,1.0,1.0,1.0,0,9.1797,20190601T000000,1,1,1
18825260,20997933,28000,28000,28000, 60 months,12.99,636.95,C,C1,Manager - Occupational Therapy Asst. ,7 years,MORTGAGE,70000.0,Source Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18825260,,debt_consolidation,Debt consolidation,458xx,OH,19.92,0.0,20011101T000000,1.0,,,12.0,0.0,23778,48.2,29.0,w,0.0,0.0,30081.4,30081.4,28000.0,2081.36,0.0,0.0,0.0,20150101T000000,26259.7,,20150101T000000,0.0,,1,0,Fully Paid,1,8,4,0.2,1.0,1.0,1.0,0,10.9191,20190601T000000,1,1,1
18715475,20888104,25000,25000,25000, 60 months,16.99,621.18,D,D3,Assistant to Pres and CEO,10+ years,MORTGAGE,99000.0,Not Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18715475,,debt_consolidation,Debt consolidation,945xx,CA,12.97,0.0,19940601T000000,0.0,29.0,,6.0,0.0,22653,98.1,25.0,f,0.0,0.0,27830.1,27830.1,25000.0,2830.07,0.0,0.0,0.0,20150201T000000,23481.8,,20150201T000000,0.0,45.0,1,0,Fully Paid,1,11,3,0.6,1.0,1.0,1.0,0,7.52945,20190601T000000,0,1,0
18825344,20997998,28000,28000,28000, 36 months,9.17,892.61,B,B1,Reservoir Engineer,1 year,MORTGAGE,190000.0,Source Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18825344,,debt_consolidation,Debt consolidation,761xx,TX,13.4,0.0,19980601T000000,1.0,,,17.0,0.0,14577,29.4,50.0,w,0.0,0.0,29164.1,29164.1,28000.0,1164.07,0.0,0.0,0.0,20150101T000000,16334.8,,20150201T000000,0.0,,1,0,Fully Paid,1,2,5,0.2,1.0,1.0,1.0,0,5.63754,20170601T000000,1,1,1
18725185,20897889,11000,11000,11000, 36 months,13.98,375.85,C,C3,Administrative Coordinator,6 years,MORTGAGE,50000.0,Source Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18725185,,debt_consolidation,Debt consolidation,494xx,MI,26.43,2.0,20020601T000000,0.0,7.0,,11.0,0.0,5057,56.2,24.0,f,0.0,0.0,11835.3,11835.3,11000.0,835.26,0.0,0.0,0.0,20150101T000000,9580.16,,20150101T000000,0.0,,1,0,Fully Paid,1,7,4,0.6,0.0,1.0,1.0,0,9.0204,20170601T000000,0,1,1
18825297,20997960,18000,18000,18000, 60 months,17.57,452.89,D,D4,operations Manager,8 years,MORTGAGE,130000.0,Source Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18825297,,debt_consolidation,Debt consolidation,986xx,WA,26.69,1.0,19891101T000000,1.0,7.0,,12.0,0.0,10370,68.2,23.0,w,0.0,0.0,19842.0,19842.0,18000.0,1841.96,0.0,0.0,0.0,20150101T000000,17124.6,,20150101T000000,1.0,7.0,1,0,Fully Paid,1,9,3,0.8,0.0,1.0,0.0,0,4.18052,20190601T000000,0,1,0
18715278,20887963,6500,6500,6500, 36 months,10.99,212.78,B,B3,Lead HR Specialist,5 years,MORTGAGE,135000.0,Not Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18715278,,car,Car financing,207xx,MD,16.03,1.0,19830701T000000,3.0,6.0,,13.0,0.0,21991,63.2,31.0,w,0.0,0.0,6559.53,6559.53,6500.0,59.53,0.0,0.0,0.0,20140701T000000,6559.53,,20140701T000000,0.0,,1,0,Fully Paid,1,6,5,0.6,0.0,1.0,1.0,0,1.89138,20170601T000000,0,1,1
18785115,20957820,15000,15000,15000, 36 months,7.12,463.98,A,A3,Senior Human Resources Business Partner,1 year,MORTGAGE,85000.0,Not Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18785115,,debt_consolidation,Debt consolidation,017xx,MA,14.27,1.0,19950501T000000,1.0,12.0,,16.0,0.0,20028,25.0,36.0,w,0.0,0.0,15260.3,15260.3,15000.0,260.31,0.0,0.0,0.0,20140901T000000,14332.4,,20140901T000000,0.0,,1,0,Fully Paid,1,2,6,0.6,0.0,1.0,1.0,0,6.55031,20170601T000000,0,1,1
18715192,20887896,22500,22500,22500, 60 months,16.29,550.63,D,D2,track inspector,5 years,MORTGAGE,70000.0,Source Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18715192,,credit_card,Credit card refinancing,115xx,NY,7.47,0.0,20080901T000000,1.0,,,10.0,0.0,9129,42.7,15.0,w,0.0,0.0,22805.4,22805.4,22500.0,305.44,0.0,0.0,0.0,20140701T000000,22805.4,,20141001T000000,0.0,,1,0,Fully Paid,1,6,3,0.4,1.0,1.0,1.0,0,9.43937,20190601T000000,1,1,1
18855288,21027965,10000,10000,10000, 36 months,12.99,336.9,C,C1,Driver,10+ years,MORTGAGE,110000.0,Not Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18855288,,home_improvement,Home improvement,606xx,IL,6.19,0.0,19990601T000000,3.0,,,9.0,0.0,20841,66.0,28.0,w,0.0,0.0,10516.2,10516.2,10000.0,516.23,0.0,0.0,0.0,20141101T000000,9168.63,,20141101T000000,0.0,,1,0,Fully Paid,1,11,4,0.2,1.0,1.0,1.0,0,3.67527,20170601T000000,1,1,1
18815112,20987833,4000,4000,4000, 36 months,14.49,137.67,C,C4,Assistant,5 years,OWN,38000.0,Not Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18815112,,major_purchase,Major purchase,472xx,IN,18.76,0.0,19950301T000000,2.0,81.0,,9.0,0.0,7881,30.2,20.0,w,0.0,0.0,4232.66,4232.66,4000.0,232.66,0.0,0.0,0.0,20150201T000000,1268.97,,20150201T000000,0.0,,1,0,Fully Paid,1,6,4,0.8,1.0,1.0,1.0,0,4.34747,20170601T000000,0,1,1
18795191,20967870,15000,15000,15000, 36 months,7.12,463.98,A,A3,Teacher Librarian,9 years,MORTGAGE,70000.0,Not Verified,20140601T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18795191,,debt_consolidation,Debt consolidation,802xx,CO,8.96,0.0,19950901T000000,0.0,,,7.0,0.0,11262,39.7,32.0,f,0.0,0.0,15684.4,15684.4,15000.0,684.38,0.0,0.0,0.0,20150201T000000,12436.5,,20150201T000000,0.0,,1,0,Fully Paid,1,10,6,0.6,1.0,1.0,1.0,0,7.953939999999999,20170601T000000,1,1,1
